Year,Direction of flight,Overseas port,Value,Value Unit,Value Label,Null Reason
2013,Arrivals,Shanghai,362,number,Number of flights,
2013,Arrivals,Singapore,1211,number,Number of flights,
2013,Arrivals,Sydney,8952,number,Number of flights,
2013,Arrivals,Tonga,399,number,Number of flights,
2013,Arrivals,Taipei,347,number,Number of flights,
2013,Arrivals,Port Vila,182,number,Number of flights,
2013,Arrivals,Vancouver,209,number,Number of flights,
2013,Arrivals,Total all overseas ports,30466,number,Number of flights,
2013,Departures,Adelaide,303,number,Number of flights,
2013,Departures,Apia,654,number,Number of flights,
2013,Departures,Beijing,2,number,Number of flights,
2013,Departures,Bangkok,609,number,Number of flights,
2013,Departures,Brisbane,4468,number,Number of flights,
2013,Departures,Bandar Seri Begawan,1,number,Number of flights,
2013,Departures,Guangzhou,377,number,Number of flights,
2013,Departures,Cairns,192,number,Number of flights,
2013,Departures,Denpasar,41,number,Number of flights,
2013,Departures,Dubai,1454,number,Number of flights,
2013,Departures,Buenos Aires,1,number,Number of flights,
2013,Departures,Hong Kong,829,number,Number of flights,
2013,Departures,Honolulu,300,number,Number of flights,
2013,Departures,Osaka,77,number,Number of flights,
2013,Departures,Kuala Lumpur,323,number,Number of flights,
2013,Departures,Los Angeles,907,number,Number of flights,
2013,Departures,London,415,number,Number of flights,
2013,Departures,Melbourne,5178,number,Number of flights,
2013,Departures,Nadi,1048,number,Number of flights,
2013,Departures,Nagoya,5,number,Number of flights,
2013,Departures,Noumea,231,number,Number of flights,
2013,Departures,Tokyo,328,number,Number of flights,
2013,Departures,Coolangatta,1219,number,Number of flights,
2013,Departures,Perth,362,number,Number of flights,
2013,Departures,Papeete,233,number,Number of flights,
2013,Departures,Rarotonga,703,number,Number of flights,
2013,Departures,Santiago,304,number,Number of flights,
2013,Departures,Seoul,255,number,Number of flights,
2013,Departures,San Francisco,350,number,Number of flights,
2013,Departures,Shanghai,362,number,Number of flights,
2013,Departures,Singapore,1248,number,Number of flights,
2013,Departures,Sydney,9008,number,Number of flights,
2013,Departures,Tonga,396,number,Number of flights,
2013,Departures,Taipei,347,number,Number of flights,
2013,Departures,Port Vila,180,number,Number of flights,
2013,Departures,Vancouver,208,number,Number of flights,
2013,Departures,Total all overseas ports,30527,number,Number of flights,
2013,Total,Adelaide,606,number,Number of flights,
2013,Total,Apia,1313,number,Number of flights,
2013,Total,Beijing,2,number,Number of flights,
2013,Total,Bangkok,1219,number,Number of flights,
2013,Total,Brisbane,8951,number,Number of flights,
2013,Total,Bandar Seri Begawan,2,number,Number of flights,
2013,Total,Guangzhou,754,number,Number of flights,
2013,Total,Cairns,385,number,Number of flights,
2013,Total,Denpasar,82,number,Number of flights,
2013,Total,Dubai,2909,number,Number of flights,
2013,Total,Buenos Aires,2,number,Number of flights,
2013,Total,Hong Kong,1660,number,Number of flights,
2013,Total,Honolulu,620,number,Number of flights,
2013,Total,Osaka,182,number,Number of flights,
2013,Total,Kuala Lumpur,647,number,Number of flights,
2013,Total,Los Angeles,1807,number,Number of flights,
2013,Total,London,832,number,Number of flights,
2013,Total,Melbourne,10335,number,Number of flights,
2013,Total,Nadi,2106,number,Number of flights,
2013,Total,Nagoya,10,number,Number of flights,
2013,Total,Noumea,460,number,Number of flights,
2013,Total,Tokyo,667,number,Number of flights,
2013,Total,Coolangatta,2434,number,Number of flights,
2013,Total,Perth,724,number,Number of flights,
2013,Total,Papeete,462,number,Number of flights,
2013,Total,Rarotonga,1410,number,Number of flights,
2013,Total,Santiago,606,number,Number of flights,
2013,Total,Seoul,508,number,Number of flights,
2013,Total,San Francisco,701,number,Number of flights,
2013,Total,Shanghai,724,number,Number of flights,
2013,Total,Singapore,2459,number,Number of flights,
2013,Total,Sydney,17960,number,Number of flights,
2013,Total,Tonga,795,number,Number of flights,
2013,Total,Taipei,694,number,Number of flights,
2013,Total,Port Vila,362,number,Number of flights,
2013,Total,Vancouver,417,number,Number of flights,
2013,Total,Total all overseas ports,60993,number,Number of flights,
2014,Arrivals,Adelaide,387,number,Number of flights,
2014,Arrivals,Apia,668,number,Number of flights,
2014,Arrivals,Beijing,2,number,Number of flights,
2014,Arrivals,Bangkok,585,number,Number of flights,
2014,Arrivals,Brisbane,4492,number,Number of flights,
2014,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2014,Arrivals,Guangzhou,550,number,Number of flights,
2014,Arrivals,Cairns,159,number,Number of flights,
2014,Arrivals,Denpasar,48,number,Number of flights,
2014,Arrivals,Dubai,1458,number,Number of flights,
2014,Arrivals,Buenos Aires,1,number,Number of flights,
2014,Arrivals,Hong Kong,831,number,Number of flights,
2014,Arrivals,Honolulu,383,number,Number of flights,
2014,Arrivals,Osaka,15,number,Number of flights,
2014,Arrivals,Kuala Lumpur,361,number,Number of flights,
2014,Arrivals,Los Angeles,931,number,Number of flights,
2014,Arrivals,London,365,number,Number of flights,
2014,Arrivals,Melbourne,5237,number,Number of flights,
2014,Arrivals,Nadi,1080,number,Number of flights,
2014,Arrivals,Nagoya,6,number,Number of flights,
2014,Arrivals,Noumea,258,number,Number of flights,
2014,Arrivals,Tokyo,388,number,Number of flights,
2014,Arrivals,Coolangatta,1319,number,Number of flights,
2014,Arrivals,Perth,410,number,Number of flights,
2014,Arrivals,Papeete,282,number,Number of flights,
2014,Arrivals,Rarotonga,684,number,Number of flights,
2014,Arrivals,Santiago,346,number,Number of flights,
2014,Arrivals,Seoul,253,number,Number of flights,
2014,Arrivals,San Francisco,368,number,Number of flights,
2014,Arrivals,Shanghai,379,number,Number of flights,
2014,Arrivals,Singapore,1123,number,Number of flights,
2014,Arrivals,Sydney,9042,number,Number of flights,
2014,Arrivals,Tonga,415,number,Number of flights,
2014,Arrivals,Taipei,359,number,Number of flights,
2014,Arrivals,Port Vila,206,number,Number of flights,
2014,Arrivals,Vancouver,213,number,Number of flights,
2014,Arrivals,Total all overseas ports,31298,number,Number of flights,
2014,Departures,Adelaide,391,number,Number of flights,
2014,Departures,Apia,669,number,Number of flights,
2014,Departures,Beijing,0,number,Number of flights,
2014,Departures,Bangkok,586,number,Number of flights,
2014,Departures,Brisbane,4486,number,Number of flights,
2014,Departures,Bandar Seri Begawan,1,number,Number of flights,
2014,Departures,Guangzhou,550,number,Number of flights,
2014,Departures,Cairns,162,number,Number of flights,
2014,Departures,Denpasar,49,number,Number of flights,
2014,Departures,Dubai,1458,number,Number of flights,
2014,Departures,Buenos Aires,0,number,Number of flights,
2014,Departures,Hong Kong,830,number,Number of flights,
2014,Departures,Honolulu,366,number,Number of flights,
2014,Departures,Osaka,12,number,Number of flights,
2014,Departures,Kuala Lumpur,361,number,Number of flights,
2014,Departures,Los Angeles,987,number,Number of flights,
2014,Departures,London,365,number,Number of flights,
2014,Departures,Melbourne,5264,number,Number of flights,
2014,Departures,Nadi,1084,number,Number of flights,
2014,Departures,Nagoya,6,number,Number of flights,
2014,Departures,Noumea,260,number,Number of flights,
2014,Departures,Tokyo,381,number,Number of flights,
2014,Departures,Coolangatta,1319,number,Number of flights,
2014,Departures,Perth,407,number,Number of flights,
2014,Departures,Papeete,280,number,Number of flights,
2014,Departures,Rarotonga,679,number,Number of flights,
2014,Departures,Santiago,348,number,Number of flights,
2014,Departures,Seoul,254,number,Number of flights,
2014,Departures,San Francisco,371,number,Number of flights,
2014,Departures,Shanghai,381,number,Number of flights,
2014,Departures,Singapore,1155,number,Number of flights,
2014,Departures,Sydney,9023,number,Number of flights,
2014,Departures,Tonga,403,number,Number of flights,
2014,Departures,Taipei,359,number,Number of flights,
2014,Departures,Port Vila,203,number,Number of flights,
2014,Departures,Vancouver,212,number,Number of flights,
2014,Departures,Total all overseas ports,31299,number,Number of flights,
2014,Total,Adelaide,778,number,Number of flights,
2014,Total,Apia,1337,number,Number of flights,
2014,Total,Beijing,2,number,Number of flights,
2014,Total,Bangkok,1171,number,Number of flights,
2014,Total,Brisbane,8978,number,Number of flights,
2014,Total,Bandar Seri Begawan,1,number,Number of flights,
2014,Total,Guangzhou,1100,number,Number of flights,
2014,Total,Cairns,321,number,Number of flights,
2014,Total,Denpasar,97,number,Number of flights,
2014,Total,Dubai,2916,number,Number of flights,
2014,Total,Buenos Aires,1,number,Number of flights,
2014,Total,Hong Kong,1661,number,Number of flights,
2014,Total,Honolulu,749,number,Number of flights,
2014,Total,Osaka,27,number,Number of flights,
2014,Total,Kuala Lumpur,722,number,Number of flights,
2014,Total,Los Angeles,1918,number,Number of flights,
2014,Total,London,730,number,Number of flights,
2014,Total,Melbourne,10501,number,Number of flights,
2014,Total,Nadi,2164,number,Number of flights,
2014,Total,Nagoya,12,number,Number of flights,
2014,Total,Noumea,518,number,Number of flights,
2014,Total,Tokyo,769,number,Number of flights,
2014,Total,Coolangatta,2638,number,Number of flights,
2014,Total,Perth,817,number,Number of flights,
2014,Total,Papeete,562,number,Number of flights,
2014,Total,Rarotonga,1363,number,Number of flights,
2014,Total,Santiago,694,number,Number of flights,
2014,Total,Seoul,507,number,Number of flights,
2014,Total,San Francisco,739,number,Number of flights,
2014,Total,Shanghai,760,number,Number of flights,
2014,Total,Singapore,2278,number,Number of flights,
2014,Total,Sydney,18065,number,Number of flights,
2014,Total,Tonga,818,number,Number of flights,
2014,Total,Taipei,718,number,Number of flights,
2014,Total,Port Vila,409,number,Number of flights,
2014,Total,Vancouver,425,number,Number of flights,
2014,Total,Total all overseas ports,62597,number,Number of flights,
2015,Arrivals,Adelaide,287,number,Number of flights,
2015,Arrivals,Apia,685,number,Number of flights,
2015,Arrivals,Beijing,22,number,Number of flights,
2015,Arrivals,Bangkok,575,number,Number of flights,
2015,Arrivals,Brisbane,4578,number,Number of flights,
2015,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2015,Arrivals,Guangzhou,620,number,Number of flights,
2015,Arrivals,Cairns,128,number,Number of flights,
2015,Arrivals,Denpasar,43,number,Number of flights,
2015,Arrivals,Dubai,1459,number,Number of flights,
2015,Arrivals,Buenos Aires,13,number,Number of flights,
2015,Arrivals,Hong Kong,846,number,Number of flights,
2015,Arrivals,Honolulu,393,number,Number of flights,
2015,Arrivals,Osaka,0,number,Number of flights,
2015,Arrivals,Kuala Lumpur,371,number,Number of flights,
2015,Arrivals,Los Angeles,1067,number,Number of flights,
2015,Arrivals,London,364,number,Number of flights,
2015,Arrivals,Melbourne,5763,number,Number of flights,
2015,Arrivals,Nadi,1213,number,Number of flights,
2015,Arrivals,Nagoya,0,number,Number of flights,
2015,Arrivals,Noumea,305,number,Number of flights,
2015,Arrivals,Tokyo,417,number,Number of flights,
2015,Arrivals,Coolangatta,1613,number,Number of flights,
2015,Arrivals,Perth,440,number,Number of flights,
2015,Arrivals,Papeete,289,number,Number of flights,
2015,Arrivals,Rarotonga,618,number,Number of flights,
2015,Arrivals,Santiago,366,number,Number of flights,
2015,Arrivals,Seoul,257,number,Number of flights,
2015,Arrivals,San Francisco,395,number,Number of flights,
2015,Arrivals,Shanghai,496,number,Number of flights,
2015,Arrivals,Singapore,1135,number,Number of flights,
2015,Arrivals,Sydney,8825,number,Number of flights,
2015,Arrivals,Tonga,432,number,Number of flights,
2015,Arrivals,Taipei,442,number,Number of flights,
2015,Arrivals,Port Vila,210,number,Number of flights,
2015,Arrivals,Vancouver,228,number,Number of flights,
2015,Arrivals,Total all overseas ports,32511,number,Number of flights,
2015,Departures,Adelaide,287,number,Number of flights,
2015,Departures,Apia,683,number,Number of flights,
2015,Departures,Beijing,22,number,Number of flights,
2015,Departures,Bangkok,574,number,Number of flights,
2015,Departures,Brisbane,4578,number,Number of flights,
2015,Departures,Bandar Seri Begawan,0,number,Number of flights,
2015,Departures,Guangzhou,621,number,Number of flights,
2015,Departures,Cairns,126,number,Number of flights,
2015,Departures,Denpasar,42,number,Number of flights,
2015,Departures,Dubai,1457,number,Number of flights,
2015,Departures,Buenos Aires,13,number,Number of flights,
2015,Departures,Hong Kong,841,number,Number of flights,
2015,Departures,Honolulu,379,number,Number of flights,
2015,Departures,Osaka,2,number,Number of flights,
2015,Departures,Kuala Lumpur,368,number,Number of flights,
2015,Departures,Los Angeles,1082,number,Number of flights,
2015,Departures,London,361,number,Number of flights,
2015,Departures,Melbourne,5765,number,Number of flights,
2015,Departures,Nadi,1204,number,Number of flights,
2015,Departures,Nagoya,0,number,Number of flights,
2015,Departures,Noumea,304,number,Number of flights,
2015,Departures,Tokyo,418,number,Number of flights,
2015,Departures,Coolangatta,1610,number,Number of flights,
2015,Departures,Perth,439,number,Number of flights,
2015,Departures,Papeete,291,number,Number of flights,
2015,Departures,Rarotonga,612,number,Number of flights,
2015,Departures,Santiago,366,number,Number of flights,
2015,Departures,Seoul,256,number,Number of flights,
2015,Departures,San Francisco,398,number,Number of flights,
2015,Departures,Shanghai,494,number,Number of flights,
2015,Departures,Singapore,1130,number,Number of flights,
2015,Departures,Sydney,8811,number,Number of flights,
2015,Departures,Tonga,428,number,Number of flights,
2015,Departures,Taipei,441,number,Number of flights,
2015,Departures,Port Vila,203,number,Number of flights,
2015,Departures,Vancouver,229,number,Number of flights,
2015,Departures,Total all overseas ports,32453,number,Number of flights,
2015,Total,Adelaide,574,number,Number of flights,
2015,Total,Apia,1368,number,Number of flights,
2015,Total,Beijing,44,number,Number of flights,
2015,Total,Bangkok,1149,number,Number of flights,
2015,Total,Brisbane,9156,number,Number of flights,
2015,Total,Bandar Seri Begawan,0,number,Number of flights,
2015,Total,Guangzhou,1241,number,Number of flights,
2015,Total,Cairns,254,number,Number of flights,
2015,Total,Denpasar,85,number,Number of flights,
2015,Total,Dubai,2916,number,Number of flights,
2015,Total,Buenos Aires,26,number,Number of flights,
2015,Total,Hong Kong,1687,number,Number of flights,
2015,Total,Honolulu,772,number,Number of flights,
2015,Total,Osaka,2,number,Number of flights,
2015,Total,Kuala Lumpur,739,number,Number of flights,
2015,Total,Los Angeles,2149,number,Number of flights,
2015,Total,London,725,number,Number of flights,
2015,Total,Melbourne,11528,number,Number of flights,
2015,Total,Nadi,2417,number,Number of flights,
2015,Total,Nagoya,0,number,Number of flights,
2015,Total,Noumea,609,number,Number of flights,
2015,Total,Tokyo,835,number,Number of flights,
2015,Total,Coolangatta,3223,number,Number of flights,
2015,Total,Perth,879,number,Number of flights,
2015,Total,Papeete,580,number,Number of flights,
2015,Total,Rarotonga,1230,number,Number of flights,
2015,Total,Santiago,732,number,Number of flights,
2015,Total,Seoul,513,number,Number of flights,
2015,Total,San Francisco,793,number,Number of flights,
2015,Total,Shanghai,990,number,Number of flights,
2015,Total,Singapore,2265,number,Number of flights,
2015,Total,Sydney,17636,number,Number of flights,
2015,Total,Tonga,860,number,Number of flights,
2015,Total,Taipei,883,number,Number of flights,
2015,Total,Port Vila,413,number,Number of flights,
2015,Total,Vancouver,457,number,Number of flights,
2015,Total,Total all overseas ports,64964,number,Number of flights,
2016,Arrivals,Adelaide,292,number,Number of flights,
2016,Arrivals,Apia,703,number,Number of flights,
2016,Arrivals,Beijing,270,number,Number of flights,
2016,Arrivals,Bangkok,621,number,Number of flights,
2016,Arrivals,Brisbane,4857,number,Number of flights,
2016,Arrivals,Bandar Seri Begawan,1,number,Number of flights,
2016,Arrivals,Guangzhou,898,number,Number of flights,
2016,Arrivals,Cairns,318,number,Number of flights,
2016,Arrivals,Denpasar,41,number,Number of flights,
2016,Arrivals,Dubai,1768,number,Number of flights,
2016,Arrivals,Buenos Aires,159,number,Number of flights,
2016,Arrivals,Hong Kong,889,number,Number of flights,
2016,Arrivals,Honolulu,385,number,Number of flights,
2016,Arrivals,Osaka,28,number,Number of flights,
2016,Arrivals,Kuala Lumpur,653,number,Number of flights,
2016,Arrivals,Los Angeles,1121,number,Number of flights,
2016,Arrivals,London,365,number,Number of flights,
2016,Arrivals,Melbourne,5998,number,Number of flights,
2016,Arrivals,Nadi,1355,number,Number of flights,
2016,Arrivals,Nagoya,1,number,Number of flights,
2016,Arrivals,Noumea,312,number,Number of flights,
2016,Arrivals,Tokyo,432,number,Number of flights,
2016,Arrivals,Coolangatta,1931,number,Number of flights,
2016,Arrivals,Perth,533,number,Number of flights,
2016,Arrivals,Papeete,300,number,Number of flights,
2016,Arrivals,Rarotonga,774,number,Number of flights,
2016,Arrivals,Santiago,366,number,Number of flights,
2016,Arrivals,Seoul,261,number,Number of flights,
2016,Arrivals,San Francisco,474,number,Number of flights,
2016,Arrivals,Shanghai,735,number,Number of flights,
2016,Arrivals,Singapore,1201,number,Number of flights,
2016,Arrivals,Sydney,9287,number,Number of flights,
2016,Arrivals,Tonga,437,number,Number of flights,
2016,Arrivals,Taipei,457,number,Number of flights,
2016,Arrivals,Port Vila,165,number,Number of flights,
2016,Arrivals,Vancouver,243,number,Number of flights,
2016,Arrivals,Total all overseas ports,36286,number,Number of flights,
2016,Departures,Adelaide,293,number,Number of flights,
2016,Departures,Apia,699,number,Number of flights,
2016,Departures,Beijing,271,number,Number of flights,
2016,Departures,Bangkok,622,number,Number of flights,
2016,Departures,Brisbane,4847,number,Number of flights,
2016,Departures,Bandar Seri Begawan,1,number,Number of flights,
2016,Departures,Guangzhou,896,number,Number of flights,
2016,Departures,Cairns,317,number,Number of flights,
2016,Departures,Denpasar,40,number,Number of flights,
2016,Departures,Dubai,1768,number,Number of flights,
2016,Departures,Buenos Aires,160,number,Number of flights,
2016,Departures,Hong Kong,883,number,Number of flights,
2016,Departures,Honolulu,392,number,Number of flights,
2016,Departures,Osaka,26,number,Number of flights,
2016,Departures,Kuala Lumpur,652,number,Number of flights,
2016,Departures,Los Angeles,1118,number,Number of flights,
2016,Departures,London,365,number,Number of flights,
2016,Departures,Melbourne,6001,number,Number of flights,
2016,Departures,Nadi,1343,number,Number of flights,
2016,Departures,Nagoya,1,number,Number of flights,
2016,Departures,Noumea,308,number,Number of flights,
2016,Departures,Tokyo,433,number,Number of flights,
2016,Departures,Coolangatta,1934,number,Number of flights,
2016,Departures,Perth,534,number,Number of flights,
2016,Departures,Papeete,301,number,Number of flights,
2016,Departures,Rarotonga,774,number,Number of flights,
2016,Departures,Santiago,366,number,Number of flights,
2016,Departures,Seoul,261,number,Number of flights,
2016,Departures,San Francisco,473,number,Number of flights,
2016,Departures,Shanghai,734,number,Number of flights,
2016,Departures,Singapore,1191,number,Number of flights,
2016,Departures,Sydney,9280,number,Number of flights,
2016,Departures,Tonga,423,number,Number of flights,
2016,Departures,Taipei,457,number,Number of flights,
2016,Departures,Port Vila,160,number,Number of flights,
2016,Departures,Vancouver,244,number,Number of flights,
2016,Departures,Total all overseas ports,36221,number,Number of flights,
2016,Total,Adelaide,585,number,Number of flights,
2016,Total,Apia,1402,number,Number of flights,
2016,Total,Beijing,541,number,Number of flights,
2016,Total,Bangkok,1243,number,Number of flights,
2016,Total,Brisbane,9704,number,Number of flights,
2016,Total,Bandar Seri Begawan,2,number,Number of flights,
2016,Total,Guangzhou,1794,number,Number of flights,
2016,Total,Cairns,635,number,Number of flights,
2016,Total,Denpasar,81,number,Number of flights,
2016,Total,Dubai,3536,number,Number of flights,
2016,Total,Buenos Aires,319,number,Number of flights,
2016,Total,Hong Kong,1772,number,Number of flights,
2016,Total,Honolulu,777,number,Number of flights,
2016,Total,Osaka,54,number,Number of flights,
2016,Total,Kuala Lumpur,1305,number,Number of flights,
2016,Total,Los Angeles,2239,number,Number of flights,
2016,Total,London,730,number,Number of flights,
2016,Total,Melbourne,11999,number,Number of flights,
2016,Total,Nadi,2698,number,Number of flights,
2016,Total,Nagoya,2,number,Number of flights,
2016,Total,Noumea,620,number,Number of flights,
2016,Total,Tokyo,865,number,Number of flights,
2016,Total,Coolangatta,3865,number,Number of flights,
2016,Total,Perth,1067,number,Number of flights,
2016,Total,Papeete,601,number,Number of flights,
2016,Total,Rarotonga,1548,number,Number of flights,
2016,Total,Santiago,732,number,Number of flights,
2016,Total,Seoul,522,number,Number of flights,
2016,Total,San Francisco,947,number,Number of flights,
2016,Total,Shanghai,1469,number,Number of flights,
2016,Total,Singapore,2392,number,Number of flights,
2016,Total,Sydney,18567,number,Number of flights,
2016,Total,Tonga,860,number,Number of flights,
2016,Total,Taipei,914,number,Number of flights,
2016,Total,Port Vila,325,number,Number of flights,
2016,Total,Vancouver,487,number,Number of flights,
2016,Total,Total all overseas ports,72507,number,Number of flights,
2017,Arrivals,Adelaide,285,number,Number of flights,
2017,Arrivals,Apia,736,number,Number of flights,
2017,Arrivals,Beijing,256,number,Number of flights,
2017,Arrivals,Bangkok,469,number,Number of flights,
2017,Arrivals,Brisbane,4989,number,Number of flights,
2017,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2017,Arrivals,Guangzhou,817,number,Number of flights,
2017,Arrivals,Cairns,310,number,Number of flights,
2017,Arrivals,Denpasar,53,number,Number of flights,
2017,Arrivals,Dubai,1652,number,Number of flights,
2017,Arrivals,Buenos Aires,178,number,Number of flights,
2017,Arrivals,Hong Kong,1258,number,Number of flights,
2017,Arrivals,Honolulu,381,number,Number of flights,
2017,Arrivals,Osaka,64,number,Number of flights,
2017,Arrivals,Kuala Lumpur,733,number,Number of flights,
2017,Arrivals,Los Angeles,1243,number,Number of flights,
2017,Arrivals,London,364,number,Number of flights,
2017,Arrivals,Melbourne,6185,number,Number of flights,
2017,Arrivals,Nadi,1446,number,Number of flights,
2017,Arrivals,Nagoya,0,number,Number of flights,
2017,Arrivals,Noumea,310,number,Number of flights,
2017,Arrivals,Tokyo,467,number,Number of flights,
2017,Arrivals,Coolangatta,1995,number,Number of flights,
2017,Arrivals,Perth,515,number,Number of flights,
2017,Arrivals,Papeete,304,number,Number of flights,
2017,Arrivals,Rarotonga,782,number,Number of flights,
2017,Arrivals,Santiago,369,number,Number of flights,
2017,Arrivals,Seoul,279,number,Number of flights,
2017,Arrivals,San Francisco,518,number,Number of flights,
2017,Arrivals,Shanghai,715,number,Number of flights,
2017,Arrivals,Singapore,1339,number,Number of flights,
2017,Arrivals,Sydney,9175,number,Number of flights,
2017,Arrivals,Tonga,452,number,Number of flights,
2017,Arrivals,Taipei,331,number,Number of flights,
2017,Arrivals,Port Vila,164,number,Number of flights,
2017,Arrivals,Vancouver,247,number,Number of flights,
2017,Arrivals,Total all overseas ports,38027,number,Number of flights,
2017,Departures,Adelaide,280,number,Number of flights,
2017,Departures,Apia,731,number,Number of flights,
2017,Departures,Beijing,255,number,Number of flights,
2017,Departures,Bangkok,466,number,Number of flights,
2017,Departures,Brisbane,4987,number,Number of flights,
2017,Departures,Bandar Seri Begawan,0,number,Number of flights,
2017,Departures,Guangzhou,816,number,Number of flights,
2017,Departures,Cairns,318,number,Number of flights,
2017,Departures,Denpasar,55,number,Number of flights,
2017,Departures,Dubai,1652,number,Number of flights,
2017,Departures,Buenos Aires,179,number,Number of flights,
2017,Departures,Hong Kong,1261,number,Number of flights,
2017,Departures,Honolulu,382,number,Number of flights,
2017,Departures,Osaka,66,number,Number of flights,
2017,Departures,Kuala Lumpur,730,number,Number of flights,
2017,Departures,Los Angeles,1244,number,Number of flights,
2017,Departures,London,364,number,Number of flights,
2017,Departures,Melbourne,6185,number,Number of flights,
2017,Departures,Nadi,1433,number,Number of flights,
2017,Departures,Nagoya,0,number,Number of flights,
2017,Departures,Noumea,305,number,Number of flights,
2017,Departures,Tokyo,465,number,Number of flights,
2017,Departures,Coolangatta,1989,number,Number of flights,
2017,Departures,Perth,513,number,Number of flights,
2017,Departures,Papeete,301,number,Number of flights,
2017,Departures,Rarotonga,775,number,Number of flights,
2017,Departures,Santiago,367,number,Number of flights,
2017,Departures,Seoul,280,number,Number of flights,
2017,Departures,San Francisco,520,number,Number of flights,
2017,Departures,Shanghai,715,number,Number of flights,
2017,Departures,Singapore,1335,number,Number of flights,
2017,Departures,Sydney,9174,number,Number of flights,
2017,Departures,Tonga,432,number,Number of flights,
2017,Departures,Taipei,321,number,Number of flights,
2017,Departures,Port Vila,157,number,Number of flights,
2017,Departures,Vancouver,246,number,Number of flights,
2017,Departures,Total all overseas ports,37942,number,Number of flights,
2017,Total,Adelaide,565,number,Number of flights,
2017,Total,Apia,1467,number,Number of flights,
2017,Total,Beijing,511,number,Number of flights,
2017,Total,Bangkok,935,number,Number of flights,
2017,Total,Brisbane,9976,number,Number of flights,
2017,Total,Bandar Seri Begawan,0,number,Number of flights,
2017,Total,Guangzhou,1633,number,Number of flights,
2017,Total,Cairns,628,number,Number of flights,
2017,Total,Denpasar,108,number,Number of flights,
2017,Total,Dubai,3304,number,Number of flights,
2017,Total,Buenos Aires,357,number,Number of flights,
2017,Total,Hong Kong,2519,number,Number of flights,
2017,Total,Honolulu,763,number,Number of flights,
2017,Total,Osaka,130,number,Number of flights,
2017,Total,Kuala Lumpur,1463,number,Number of flights,
2017,Total,Los Angeles,2487,number,Number of flights,
2017,Total,London,728,number,Number of flights,
2017,Total,Melbourne,12370,number,Number of flights,
2017,Total,Nadi,2879,number,Number of flights,
2017,Total,Nagoya,0,number,Number of flights,
2017,Total,Noumea,615,number,Number of flights,
2017,Total,Tokyo,932,number,Number of flights,
2017,Total,Coolangatta,3984,number,Number of flights,
2017,Total,Perth,1028,number,Number of flights,
2017,Total,Papeete,605,number,Number of flights,
2017,Total,Rarotonga,1557,number,Number of flights,
2017,Total,Santiago,736,number,Number of flights,
2017,Total,Seoul,559,number,Number of flights,
2017,Total,San Francisco,1038,number,Number of flights,
2017,Total,Shanghai,1430,number,Number of flights,
2017,Total,Singapore,2674,number,Number of flights,
2017,Total,Sydney,18349,number,Number of flights,
2017,Total,Tonga,884,number,Number of flights,
2017,Total,Taipei,652,number,Number of flights,
2017,Total,Port Vila,321,number,Number of flights,
2017,Total,Vancouver,493,number,Number of flights,
2017,Total,Total all overseas ports,75969,number,Number of flights,
2018,Arrivals,Adelaide,230,number,Number of flights,
2018,Arrivals,Apia,832,number,Number of flights,
2018,Arrivals,Beijing,275,number,Number of flights,
2018,Arrivals,Bangkok,367,number,Number of flights,
2018,Arrivals,Brisbane,5037,number,Number of flights,
2018,Arrivals,Bandar Seri Begawan,1,number,Number of flights,
2018,Arrivals,Guangzhou,814,number,Number of flights,
2018,Arrivals,Cairns,133,number,Number of flights,
2018,Arrivals,Denpasar,289,number,Number of flights,
2018,Arrivals,Dubai,896,number,Number of flights,
2018,Arrivals,Buenos Aires,199,number,Number of flights,
2018,Arrivals,Hong Kong,1289,number,Number of flights,
2018,Arrivals,Honolulu,543,number,Number of flights,
2018,Arrivals,Osaka,66,number,Number of flights,
2018,Arrivals,Kuala Lumpur,733,number,Number of flights,
2018,Arrivals,Los Angeles,1074,number,Number of flights,
2018,Arrivals,London,364,number,Number of flights,
2018,Arrivals,Melbourne,6405,number,Number of flights,
2018,Arrivals,Nadi,1506,number,Number of flights,
2018,Arrivals,Nagoya,0,number,Number of flights,
2018,Arrivals,Noumea,312,number,Number of flights,
2018,Arrivals,Tokyo,476,number,Number of flights,
2018,Arrivals,Coolangatta,1994,number,Number of flights,
2018,Arrivals,Perth,453,number,Number of flights,
2018,Arrivals,Papeete,302,number,Number of flights,
2018,Arrivals,Rarotonga,860,number,Number of flights,
2018,Arrivals,Santiago,368,number,Number of flights,
2018,Arrivals,Seoul,293,number,Number of flights,
2018,Arrivals,San Francisco,502,number,Number of flights,
2018,Arrivals,Shanghai,721,number,Number of flights,
2018,Arrivals,Singapore,1266,number,Number of flights,
2018,Arrivals,Sydney,9130,number,Number of flights,
2018,Arrivals,Tonga,451,number,Number of flights,
2018,Arrivals,Taipei,370,number,Number of flights,
2018,Arrivals,Port Vila,181,number,Number of flights,
2018,Arrivals,Vancouver,277,number,Number of flights,
2018,Arrivals,Total all overseas ports,38926,number,Number of flights,
2018,Departures,Adelaide,228,number,Number of flights,
2018,Departures,Apia,828,number,Number of flights,
2018,Departures,Beijing,272,number,Number of flights,
2018,Departures,Bangkok,367,number,Number of flights,
